customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,sentiment_score,complaint_theme,churn
CUST-03566,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.35,317.04,1.0,speed_issues,1
CUST-03567,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.66,4323.57,0.238,contract_confusion,0
CUST-03568,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,96.52,6601.95,0.495,none,0
CUST-03569,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,24.34,505.03,0.405,speed_issues,0
CUST-03570,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,19.91,567.33,0.194,competitor_offer,0
CUST-03571,Male,0,No,Yes,37,No,No phone service,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),49.15,1862.05,0.212,none,1
CUST-03572,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.5,341.54,0.02,service_outage,0
CUST-03573,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),69.2,4190.29,0.455,service_outage,0
CUST-03574,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.84,168.59,-0.296,none,1
CUST-03575,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.16,601.89,1.0,none,1
CUST-03576,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),93.22,283.8,0.169,contract_confusion,0
CUST-03577,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.77,183.78,0.01,contract_confusion,0
CUST-03578,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),29.72,1082.99,0.14,competitor_offer,0
CUST-03579,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),23.09,352.78,0.601,none,0
CUST-03580,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,103.04,3818.25,0.502,speed_issues,1
CUST-03581,Male,1,Yes,No,26,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card (automatic),65.17,1722.33,0.207,none,0
CUST-03582,Male,1,No,No,47,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Credit card (automatic),68.37,3258.71,0.052,none,0
CUST-03583,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),24.13,1094.71,-0.2,service_outage,0
CUST-03584,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,66.86,3051.45,0.201,speed_issues,0
CUST-03585,Male,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,82.58,3903.03,0.367,competitor_offer,0
CUST-03586,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,30.28,1772.36,-0.646,speed_issues,1
CUST-03587,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Two year,Yes,Mailed check,108.25,327.6,0.605,service_outage,0
CUST-03588,Female,1,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),96.33,1760.37,0.43,none,0
CUST-03589,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,98.19,5508.64,0.096,competitor_offer,1
CUST-03590,Female,0,No,No,18,No,No phone service,DSL,No,Yes,One year,Yes,Mailed check,71.65,1336.71,0.231,speed_issues,0
CUST-03591,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),51.39,2118.9,-0.125,speed_issues,0
CUST-03592,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),82.05,357.54,0.268,none,0
CUST-03593,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,40.54,1933.31,-0.6,none,1
CUST-03594,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,31.69,777.4,0.619,speed_issues,1
CUST-03595,Male,0,No,No,66,Yes,No,DSL,Yes,No,Two year,Yes,Electronic check,71.83,4783.38,0.137,none,0
CUST-03596,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),65.86,1655.66,-0.533,none,1
CUST-03597,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.03,2055.68,0.648,none,0
CUST-03598,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,71.04,436.61,0.039,speed_issues,0
CUST-03599,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,72.65,3125.9,0.003,contract_confusion,0
CUST-03600,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.15,2781.09,0.052,competitor_offer,1
CUST-03601,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,Two year,No,Mailed check,93.92,3882.58,0.003,competitor_offer,1
CUST-03602,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,39.76,2218.32,0.459,speed_issues,0
CUST-03603,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.79,212.83,0.163,speed_issues,0
CUST-03604,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,114.9,1385.76,0.048,none,1
CUST-03605,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),89.66,6221.84,0.091,none,0
CUST-03606,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,96.7,5634.54,0.711,contract_confusion,0
CUST-03607,Female,0,Yes,No,37,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.64,1667.58,-0.049,none,1
CUST-03608,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),117.19,7867.57,0.184,none,0
CUST-03609,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,35.64,2467.98,-0.182,none,0
CUST-03610,Female,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,93.09,44.48,0.716,service_outage,1
CUST-03611,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,57.52,2832.21,-0.045,contract_confusion,1
CUST-03612,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),53.69,469.23,0.829,none,1
CUST-03613,Male,0,Yes,No,52,No,No phone service,DSL,Yes,No,Month-to-month,Yes,Mailed check,46.52,2430.37,1.0,speed_issues,1
CUST-03614,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,62.11,599.39,0.498,none,0
CUST-03615,Female,1,Yes,No,28,No,No phone service,DSL,No,Yes,Month-to-month,No,Electronic check,97.09,2724.83,-0.051,speed_issues,0
CUST-03616,Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,One year,Yes,Electronic check,112.1,3961.41,-0.169,speed_issues,0
CUST-03617,Male,1,No,No,26,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,59.62,1577.9,0.691,speed_issues,0
CUST-03618,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),83.17,1419.77,0.33,none,1
CUST-03619,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.82,1676.73,0.212,none,1
CUST-03620,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,27.97,233.38,0.424,contract_confusion,1
CUST-03621,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),114.05,7537.01,-0.159,speed_issues,0
CUST-03622,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,39.16,257.33,0.128,service_outage,1
CUST-03623,Female,0,No,No,57,Yes,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),109.51,6290.28,-0.167,billing_dispute,1
CUST-03624,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),116.66,3427.75,0.362,none,0
CUST-03625,Female,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.04,1723.72,0.484,service_outage,0
CUST-03626,Female,1,Yes,No,16,Yes,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),107.27,1758.88,0.664,none,0
CUST-03627,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.09,4293.54,-0.036,speed_issues,0
CUST-03628,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),99.79,517.69,0.627,contract_confusion,1
CUST-03629,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.91,1142.78,-0.475,none,1
CUST-03630,Female,0,No,No,24,No,No phone service,DSL,No,No,Month-to-month,No,Electronic check,101.43,2438.36,-0.219,speed_issues,0
CUST-03631,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,80.6,3354.4,0.473,none,1
CUST-03632,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Electronic check,69.06,2859.11,0.435,none,0
CUST-03633,Male,0,No,Yes,58,Yes,No,DSL,Yes,No,One year,No,Electronic check,74.0,4319.02,0.38,contract_confusion,1
CUST-03634,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),92.45,3435.25,-0.419,none,0
CUST-03635,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Two year,No,Credit card (automatic),47.76,1441.32,0.641,none,0
CUST-03636,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),112.35,3179.81,0.343,none,1
CUST-03637,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),48.76,408.17,0.292,billing_dispute,1
CUST-03638,Male,0,No,No,0,Yes,No,DSL,No,Yes,Two year,No,Electronic check,105.71,15.12,0.511,none,0
CUST-03639,Female,0,No,No,71,No,No phone service,Fiber optic,No,No,Two year,Yes,Credit card (automatic),19.21,1372.03,0.043,competitor_offer,0
CUST-03640,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,109.65,5070.66,0.705,service_outage,1
CUST-03641,Female,1,No,Yes,9,No,No phone service,DSL,No,No,Two year,No,Credit card (automatic),103.16,957.86,0.327,billing_dispute,1
CUST-03642,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),30.42,478.45,0.374,speed_issues,1
CUST-03643,Male,0,No,No,46,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),91.69,4218.34,0.533,contract_confusion,1
CUST-03644,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),55.41,2351.8,-0.456,none,0
CUST-03645,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.98,1531.14,0.04,none,0
CUST-03646,Female,0,No,No,7,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,24.86,180.95,0.068,contract_confusion,0
CUST-03647,Female,0,No,Yes,25,No,No phone service,DSL,No,Yes,One year,Yes,Credit card (automatic),39.26,1010.38,-0.052,competitor_offer,0
CUST-03648,Male,0,No,No,6,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),113.36,713.72,0.327,none,0
CUST-03649,Male,1,No,No,14,Yes,Yes,DSL,No,No,One year,Yes,Credit card (automatic),59.8,863.14,0.065,none,0
CUST-03650,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,20.6,998.91,0.556,billing_dispute,1
CUST-03651,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,69.51,169.35,0.319,service_outage,1
CUST-03652,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,117.47,1768.26,-0.067,none,0
CUST-03653,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),51.28,677.43,0.308,none,0
CUST-03654,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Two year,No,Electronic check,32.12,64.71,-0.198,contract_confusion,0
CUST-03655,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),82.36,5731.94,-0.268,service_outage,1
CUST-03656,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No,Month-to-month,No,Mailed check,109.98,3309.96,0.105,none,0
CUST-03657,Male,0,No,No,16,No,No phone service,DSL,Yes,No,One year,Yes,Mailed check,103.91,1703.3,0.429,speed_issues,0
CUST-03658,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),83.7,4056.66,0.45,contract_confusion,1
CUST-03659,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,36.41,108.07,0.463,none,0
CUST-03660,Male,1,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,96.44,5230.25,-0.01,contract_confusion,0
CUST-03661,Female,0,No,No,71,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.32,7151.91,-0.023,billing_dispute,0
CUST-03662,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),102.95,4024.37,-0.767,competitor_offer,1
CUST-03663,Female,0,No,Yes,65,Yes,Yes,DSL,No,No,Two year,No,Electronic check,58.39,3800.66,-0.366,speed_issues,0
CUST-03664,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),58.89,2314.3,0.889,none,1
CUST-03665,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.52,1013.36,0.239,none,0
CUST-03666,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer (automatic),95.27,2314.68,0.027,competitor_offer,0
CUST-03667,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card (automatic),91.72,588.51,0.548,none,0
CUST-03668,Female,0,Yes,No,49,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card (automatic),27.97,1415.05,0.394,none,0
CUST-03669,Female,1,No,Yes,0,Yes,No,DSL,No,No,Month-to-month,No,Credit card (automatic),20.01,28.03,0.337,none,0
CUST-03670,Female,0,No,No,43,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.17,4884.67,0.043,billing_dispute,1
CUST-03671,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,19.73,989.82,0.173,service_outage,0
CUST-03672,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,80.86,496.64,0.465,billing_dispute,1
CUST-03673,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,63.36,127.96,0.616,none,1
CUST-03674,Female,1,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Two year,Yes,Electronic check,95.74,2.53,0.159,billing_dispute,0
CUST-03675,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,Two year,No,Electronic check,26.77,1367.61,0.463,billing_dispute,1
CUST-03676,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,86.24,3235.5,-0.462,none,0
CUST-03677,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,79.49,3366.79,-0.106,contract_confusion,1
CUST-03678,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,103.36,5601.9,0.069,speed_issues,0
CUST-03679,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,Two year,No,Electronic check,69.85,3940.45,-0.228,service_outage,0
CUST-03680,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,90.83,4756.72,0.015,none,1
CUST-03681,Male,1,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,Two year,No,Mailed check,61.76,2014.24,1.0,competitor_offer,1
CUST-03682,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Two year,Yes,Credit card (automatic),116.4,7117.77,0.945,none,0
CUST-03683,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.94,758.74,-0.302,service_outage,0
CUST-03684,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Two year,Yes,Credit card (automatic),93.35,6629.03,0.103,none,1
CUST-03685,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.29,1424.27,0.065,contract_confusion,0
CUST-03686,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Two year,No,Electronic check,64.28,38.84,-0.056,contract_confusion,1
CUST-03687,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,One year,Yes,Bank transfer (automatic),24.44,343.27,-0.335,competitor_offer,1
CUST-03688,Female,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.17,622.23,0.15,none,0
CUST-03689,Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,68.61,2280.79,-0.123,contract_confusion,0
CUST-03690,Female,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Two year,No,Credit card (automatic),53.23,724.24,-0.32,none,0
CUST-03691,Female,1,No,No,39,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,63.98,2511.76,-0.067,none,0
CUST-03692,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),67.61,2328.69,0.665,none,0
CUST-03693,Male,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,33.98,1439.53,-0.006,competitor_offer,0
CUST-03694,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,Two year,Yes,Credit card (automatic),54.58,1053.55,-0.014,contract_confusion,0
CUST-03695,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,104.06,6142.96,0.208,billing_dispute,0
CUST-03696,Male,0,No,No,8,Yes,No,DSL,Yes,No,One year,Yes,Electronic check,103.66,872.98,0.63,none,1
CUST-03697,Female,0,No,No,32,No,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,67.06,2159.6,-0.366,contract_confusion,1
CUST-03698,Male,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.91,4509.11,0.442,competitor_offer,0
CUST-03699,Female,0,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,93.36,6297.13,0.277,none,0
CUST-03700,Male,1,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),22.41,88.57,0.552,competitor_offer,0
CUST-03701,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,79.09,3748.64,0.445,competitor_offer,1
CUST-03702,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,98.45,1490.63,0.96,speed_issues,1
CUST-03703,Female,1,No,Yes,46,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.4,3564.61,-0.032,service_outage,0
CUST-03704,Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer (automatic),72.16,1830.29,-0.152,service_outage,0
CUST-03705,Male,1,No,No,69,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.12,4928.51,-0.063,billing_dispute,1
CUST-03706,Male,0,No,No,36,Yes,No,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.79,2524.94,0.309,none,0
CUST-03707,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,95.83,2042.3,0.662,competitor_offer,1
CUST-03708,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,82.24,530.8,0.772,none,1
CUST-03709,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,39.55,1628.31,-0.038,none,0
CUST-03710,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.33,1814.75,0.908,none,1
CUST-03711,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,70.86,357.12,0.299,none,1
CUST-03712,Male,0,Yes,No,23,No,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,59.9,1408.35,0.176,none,0
CUST-03713,Male,1,Yes,No,65,No,No phone service,DSL,No,Yes,One year,Yes,Bank transfer (automatic),41.76,2756.33,0.175,none,1
CUST-03714,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card (automatic),30.47,1212.48,0.739,speed_issues,0
CUST-03715,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,29.73,426.97,-0.163,speed_issues,0
CUST-03716,Female,0,Yes,No,52,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),47.63,2498.95,0.348,none,1
CUST-03717,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,58.27,275.14,0.268,speed_issues,1
CUST-03718,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,86.29,3055.87,-0.331,competitor_offer,1
CUST-03719,Female,1,No,No,45,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),116.49,5272.32,-0.844,speed_issues,1
CUST-03720,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.74,2404.97,0.242,speed_issues,0
CUST-03721,Male,0,No,Yes,44,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,99.37,4413.99,-0.293,service_outage,0
CUST-03722,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),99.37,901.92,0.09,none,0
CUST-03723,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,77.61,4155.43,0.18,none,0
CUST-03724,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),43.28,3026.65,-0.476,contract_confusion,0
CUST-03725,Male,0,No,No,31,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,65.19,2044.76,0.127,contract_confusion,1
CUST-03726,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Two year,No,Electronic check,32.26,1375.06,-0.017,contract_confusion,0
CUST-03727,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,74.64,1091.59,-0.022,competitor_offer,0
CUST-03728,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,20.3,1360.47,0.002,billing_dispute,0
CUST-03729,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Two year,No,Electronic check,36.95,566.73,0.042,none,0
CUST-03730,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.23,1727.46,-0.226,none,0
CUST-03731,Female,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,45.69,2240.39,1.0,none,0
CUST-03732,Female,1,No,No,5,No,No phone service,DSL,No,Yes,Month-to-month,No,Mailed check,60.0,307.69,-0.484,billing_dispute,1
CUST-03733,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,101.21,1660.38,0.364,none,0
CUST-03734,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22.46,593.45,0.071,service_outage,0
CUST-03735,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.27,435.57,-0.118,billing_dispute,0
CUST-03736,Female,1,No,Yes,63,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),40.9,2577.3,0.434,billing_dispute,0
CUST-03737,Male,1,Yes,No,57,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),86.44,4940.22,0.625,contract_confusion,1
CUST-03738,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.61,1504.84,0.264,contract_confusion,0
CUST-03739,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),104.37,7454.08,0.258,competitor_offer,0
CUST-03740,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),53.18,1480.0,0.286,billing_dispute,1
CUST-03741,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,46.35,2266.92,0.108,competitor_offer,0
CUST-03742,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,41.29,2729.87,0.484,none,0
CUST-03743,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,4983.15,-0.275,none,0
CUST-03744,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,103.63,4151.98,-0.306,speed_issues,1
CUST-03745,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,58.61,2650.37,0.641,none,0
CUST-03746,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,43.25,2339.14,-0.509,none,1
CUST-03747,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.09,649.98,0.093,none,0
CUST-03748,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,108.48,2754.76,-0.314,service_outage,0
CUST-03749,Male,1,No,No,71,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,51.45,3656.41,0.123,service_outage,0
CUST-03750,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.57,1010.02,-0.034,speed_issues,0
CUST-03751,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,50.97,1797.07,0.573,service_outage,0
